Perfume,Brand,Top,Middle,Base,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5
rosie-for-autograph,marks-spencer,"green leaves, pepper, lemon","rose, jasmine, magnolia","sandalwood, musk, vanilla",rose,floral,powdery,white floral,woody
kantali,milton-lloyd,"aldehydes, citruses","spicy notes, carnation, pepper, rose, jasmine, lily-of-the-valley","amber, sandalwood, vanilla, musk, patchouli",warm spicy,floral,woody,powdery,amber
cassis-frenesie,roger-gallet,"cassis, bergamot, petitgrain, pepper","geranium, lavender, guaiac wood, cedar","rose, galbanum, pine tree, buchu or agathosma, eucalyptus",aromatic,green,woody,fresh spicy,rose
violette-cherie,parfums-berdoues,"violet, lilac, violet leaf","white honey, neroli, mimosa","lily-of-the-valley, musk",floral,fresh,violet,powdery,green
angelfire,mary-kay,"galbanum, green leaves, bergamot, lemon","jasmine, rose, lily-of-the-valley, tuberose","musk, vetiver, sandalwood",white floral,green,aromatic,woody,musky
if-you-believe,mary-kay,"italian lemon, apple blossom, nectarine","freesia, lily-of-the-valley, apple, jasmine, violet leaf","woody notes, musk, cedar, amber",floral,woody,fresh,white floral,fruity
petales-de-roses-blanches,mahogany,"green notes, melon","rose, lily, peony","musk, sandalwood, amber",rose,floral,white floral,green,fresh
l-ame-perdue,le-galion,"datura, green mandarin, sicilian lemon, coriander, white pepper","red lily, cloves, egyptian jasmine, jasmine sambac, mirabelle, plum, ylang-ylang, cinnamon, bulgarian rose","mexican vanilla, madagascar vanilla, honey, amber, benzoin, singapore patchouli, peru balsam, oakmoss, palisander rosewood",white floral,warm spicy,sweet,fruity,amber
terra-incognita,jovoy-paris,"papyrus, freesia, peach, bergamot","almond, vetiver, peony, jasmine","patchouli, amber, musk",woody,floral,patchouli,almond,amber
amore,jequiti,"red fruits, grapefruit, bergamot","rose, jasmine sambac, freesia","vetiver, patchouli, vanilla",rose,citrus,woody,aromatic,fruity
purity,ghost,"sugar, freesia, pineapple, mandarin orange","violet, dew drop, casablanca lily, rose petals","meringue, musk, sandalwood",sweet,powdery,floral,musky,violet
kiss-me-nude-caramelo,eudora,"almond, apricot, pepper, pink grapefruit, mandarin orange, apple","apricot blossom, peony, jasmine, plum","vanilla absolute, tonka bean, amber, musk, co2 extracts",vanilla,sweet,amber,powdery,fruity
senteurs-fraiches,eau-jeune,"mandarin orange, mint","neroli, jasmine","oak moss, palisander rosewood",citrus,green,white floral,aromatic,mossy
bazar-pour-femme-summer-fragrance,christian-lacroix,"red currant, pink pepper",rose,"vanilla, heliotrope, musk",vanilla,soft spicy,powdery,fruity,musky
faberge-princess-grace-de-monaco,brut-parfums-prestige,"marigold, african orange flower, mandarin orange, ylang-ylang","jasmine, tuberose, rose","sandalwood, tonka bean, ambrette (musk mallow), vanille, orris root",white floral,sweet,aromatic,citrus,floral
soie-rouge,avon,"pepper, cashmere wood, orange","rose, ylang-ylang, lily-of-the-valley, jasmine","patchouli, vetiver, musk, amber",woody,rose,fresh spicy,patchouli,musky
surreal-magic,avon,"almond blossom, naturalcalmô, bergamot","jasmine sambac, tuberose, ylang-ylang","amber, vanilla, sandalwood",amber,white floral,vanilla,floral,powdery
the-beat-intense-elixir,burberry,"tea, green notes","iris, bellflower","vetiver, vanilla, musk, cedar, amber",powdery,green,iris,woody,earthy
eau-d-eden,cacharel,"iris, rose","hiacynth, nectarine, peach","fruits, white musk, sandalwood",fruity,powdery,floral,sweet,rose
chanel-no-19-parfum,chanel,"galbanum, neroli","orris, may rose, narcissus, jasmine, hedione, ylang-ylang","oakmoss, vetiver, cedar, musk",green,woody,earthy,aromatic,iris
aubepine-acacia,creed,"galbanum, bergamot","hawthorn, mimosa",amber,floral,green,fresh spicy,citrus,yellow floral
dior-dior,dior,"aldehydes, lilac, jasmine","narcissus, lily-of-the-valley","oak moss, woodsy notes, amber",white floral,fresh,woody,green,floral
pure-poison-elixir,dior,"jasmine, mandarin orange, petitgrain, bergamot","african orange flower, gardenia","vanille, cacao, amber",white floral,citrus,vanilla,cacao,sweet
gucci-no-3-eau-de-toilette,gucci,"aldehydes, coriander, green leaves, bergamot","orris root, narcissus, tuberose, rose, jasmine, lily-of-the-valley","oakmoss, leather, vetiver, patchouli, musk, amber",white floral,green,earthy,aromatic,woody
vega,guerlain,"aldehydes, african orange flower, bergamot","carnation, ylang-ylang, jasmine, rose, iris","sandalwood, vanille, amber",aldehydic,woody,white floral,floral,powdery
iris-ganache,guerlain,"white chocolate, cinnamon, bergamot","iris, patchouli, cedar","vanilla, amber, white musk",powdery,iris,sweet,woody,vanilla
classique-silver-my-skin,jean-paul-gaultier,"african orange flower, rose, pear, mandarin orange, star anise","orchid, iris, ylang-ylang, plum, ginger","vanille, musk, amber",sweet,powdery,floral,citrus,fruity
kenzo-amour-le-parfum,kenzo,"incense, rice","frangipani, patchouli","vanilla, benzoin, amber",amber,vanilla,warm spicy,balsamic,smoky
aura-original,loewe,"freesia, melon, mandarin orange, white peach, bergamot","parma violet, may rose, iris, gardenia","benzoin, peru balsam, sandalwood, vanilla, ambergris, tonka bean, musk",amber,powdery,balsamic,violet,floral
show-collection-angel-extrait-de-parfum,mugler,"coconut, jasmine, fruity notes, bergamot, strawberry, melon, mandarin orange, cassia","honey, orchid, jasmine, rose, lily-of-the-valley, blackberry, plum, apricot, peach, red berries","patchouli, dark chocolate, caramel, coumarin, amber, sandalwood, vanilla, musk, tonka bean",sweet,fruity,woody,vanilla,warm spicy
essencial-exclusivo-floral,natura,"citruses, apple, green notes, mandarin orange","jasmine, egyptian jasmine, freesia, lily, gardenia, peach, tuberose, lily-of-the-valley, oily notes, rose, violet, ginger, ylang-ylang, hyacinth, carnation","musk, caramel, iso e super, sandalwood, amber, cedar",white floral,citrus,green,floral,fresh
una-artisan,natura,"pear, cassis, mandarin orange, green leaves, bergamot, pink pepper, tagetes","rose, peony, jasmine, lily-of-the-valley, hyacinth","patchouli, musk, vanilla, sandalowood, oakmoss, cashmere wood",woody,green,rose,fruity,floral
plum-japonais,tom-ford,"cinnamon, saffron","japanese plum, plum blossom, immortelle, liquor, cypress, camellia","agarwood (oud), amber, benzoin, fir, vanilla",warm spicy,fruity,amber,sweet,oud
manifesto-le-parfum,yves-saint-laurent,bergamot,"iris, jasmine","tonka bean, benzoin, sandalwood",amber,vanilla,warm spicy,woody,powdery
opium-eau-d-ete-summer-fragrance-2003,yves-saint-laurent,"mandarin orange, bitter orange, bergamot","carnation, jasmine","myrhh, vanille, patchouli",citrus,warm spicy,amber,floral,white floral
paris-nuit-de-fete,yves-saint-laurent,"violet, orange blossom, bergamot","rose, mimosa","musk, sandalwood, vetiver, oakmoss",powdery,woody,citrus,violet,floral
zen-concentrated,shiseido,"pineapple, grapefruit, bergamot, magnolia, rose, peach","gardenia, lotus, jasmine, hyacinth, freesia, violet","patchouli, sea water, virginia cedar, incense, musk, leather, vanille, amber",citrus,woody,patchouli,fruity,sweet
fendi-theorema,fendi,"nutmeg, cardamom, lemon, pepper, brazilian rosewood, orange blossom, jasmine, rose hip","cinnamon, spices, carnation, ylang-ylang, osmanthus, rose","amber, siam benzoin, guaiac wood, sandalwood, patchouli",warm spicy,woody,fresh spicy,amber,cinnamon
aero,dzintars,"hyacinth, lily-of-the-valley, violet","rose, jasmine, carnation","benzoin, musk, vanilla",floral,white floral,green,rose,amber
kokete-koketka,dzintars,"aldehydes, violet, lily-of-the-valley","iris, jasmine, heliotrope","galbanum, musk, patchouli",green,powdery,fresh,white floral,violet
oui-non,kookai,"peach, pineapple, plum, violet, bergamot, green notes","heliotrope, jasmine, taif rose, orris root, lily-of-the-valley","vanille, amber, musk, virginia cedar",fruity,powdery,sweet,vanilla,white floral
watani,al-wataniah,"tropical fruits, fruits, herbal notes","fruits, floral notes, sweet notes","musk, sweet notes, amber",fruity,sweet,tropical,floral,musky
initial-perle-de-soleil,boucheron,"mandarin orange, black currant","rose, pepper, jasmine, patchouli","honey, vanilla, amber",citrus,fruity,fresh spicy,rose,floral
gardenia,floris,"green notes, fruity notes","gardenia, jasmine, lily, cyclamen, tuberose","sandalwood, french labdanum",white floral,green,fruity,floral,unknown
blue,giovanna-baby,"jasmine, rose","green notes, ylang-ylang","musk, woody notes",musky,white floral,powdery,green,yellow floral
sensual,johan-b,"bergamot, tangerine, nectarine, apple, black currant","gardenia, magnolia, jasmine, freesia, lily-of-the-valley","patchouli, musk, sandalwood, vanilla, amber",citrus,white floral,floral,fruity,woody
melodie-de-orientica,orientica-premium,"neroli, petitgrain, red fruits, bergamot","orange blossom, cardamom, jasmine, rose, cinnamon","marshmallow, vanilla, musk, praline",white floral,citrus,sweet,powdery,aromatic
eclat-d-arpege-so-cute,lanvin,"sicilian lemon, lilac","peach blossom, green tea","white musk, cedar",floral,fresh,citrus,green,musky
varens-d-orient-amethyst,ulric-de-varens,"almond, orange, pink pepper","heliotrope, jasmine, rose","vanilla, amber, musk",almond,vanilla,powdery,sweet,nutty
glam,mahogany,"pear, pink pepper, grapefruit, freesia","jasmine, tuberose, orange blossom, turkish rose, nutmeg","vanilla, white musk, musk, hazelnut, sandalwood, iris flower, cedar",white floral,sweet,woody,powdery,floral
petals,lili-bermuda,"african orange flower, clementine, mandarin orange","honeysuckle, ylang-ylang, jasmine, peach","amber, musk",white floral,citrus,fruity,sweet,yellow floral
hello-kitty-candy,jequiti,"nectarine, cassis, apple, bergamot","heliotrope, rose, watermelon","vanilla, musk, amber, sandalwood",powdery,vanilla,fruity,fresh,sweet
collection-heritage-adieu-sagesse,jean-patou,"rhubarb, grapefruit","gardenia, jasmine, coconut","musk, clove, orris",white floral,green,citrus,aromatic,fruity
devotion,gabriela-sabatini,"aldehydes, bergamot, apple, lemon","rose, jasmine, lily, lily-of-the-valley","vanilla, sandalwood, tonka bean, praline, vetiver",white floral,vanilla,woody,sweet,citrus
santal-cardamome-sandalwood-cardamom,fragonard,"cardamom, pepper, red berries","incense, laurels, chili pepper","sandalwood, benzoin, musk",warm spicy,fresh spicy,aromatic,woody,amber
sensuelle-russie,esteban,"siberian pine, bergamot","cinnamon, cardamom","cedar, patchouli, vanilla",woody,warm spicy,aromatic,cinnamon,vanilla
sarawak,crabtree-evelyn,"grapefruit, lemon, ginseng","ginger, rice","bamboo, orchid",citrus,warm spicy,fresh,woody,aromatic
n-aimez-que-moi-parfum,caron,"rose, violet, lilac","sandalwood, iris, vetiver, cedar","musk, oakmoss, vanilla, amber",powdery,woody,rose,violet,earthy
pois-de-senteur-parfum,caron,"cyclamen, hyacinth, rose","lily-of-the-valley, jasmine","musk, sandalwood, vanilla, cedar",floral,white floral,powdery,musky,fresh
faberge-flambeau,brut-parfums-prestige,"peach, lily-of-the-valley","rose, orris, narcissus, spicy notes, jasmine","oakmoss, sandalwood, vetiver, amber, vanilla",woody,earthy,powdery,mossy,white floral
faberge-straw-hat,brut-parfums-prestige,"geranium, amalfi lemon, lavender","violet, patchouli, heliotrope, rose","musk, sandalwood",powdery,woody,aromatic,fresh spicy,rose
tres-altin,armaf,"bitter orange, neroli, raspberry, jasmine","tuberose, gardenia, rose, lily-of-the-valley","honey, patchouli, amber, musk",white floral,citrus,tuberose,sweet,honey
forever-red-vanilla-rum,bath-body-works,"cassis, mandarin orange, lily","apricot, jasmine, gardenia","vanilla, rum, cashmirwood, musk",vanilla,woody,rum,musky,powdery
bois-des-iles,chanel,"aldehydes, coriander, neroli, peach, bergamot, mandarin orange","ylang-ylang, iris, orris root, jasmine, rose, lilac, lily-of-the-valley","sandalwood, amber, benzoin, tonka bean, opoponax, vanilla, musk, vetiver",woody,powdery,amber,aldehydic,iris
les-exclusifs-de-chanel-1932-parfum,chanel,"bergamot, aldehydes, neroli","jasmine, rose, lilac, ylang-ylang, carnation","orris, vetiver, ambrette (musk mallow), opoponax, musk, vanilla, sandalwood, incense, coumarin",floral,woody,aromatic,powdery,musky
dune-parfum,dior,"aldehydes, brazilian rosewood, peony, mandarin orange, bergamot","wallflower, rose, lily, jasmine, ylang-ylang","sandalwood, patchouli, benzoin, ambergris, oakmoss, musk, vanilla",woody,warm spicy,amber,floral,balsamic
si-huile-de-parfum,giorgio-armani,cassis,"may rose, freesia","ambroxan, woody notes, vanilla, patchouli",woody,floral,rose,aromatic,soft spicy
honour-43-woman,amouage,"rhubarb leaf, pepper, coriander","tuberose, jasmine, lily-of-the-valley, carnation","sandalwood, opoponax, labdanum, olibanum, vetiver, leather",white floral,tuberose,green,aromatic,floral
l-interdit-hair-mist,givenchy,"bergamot, pear","tuberose, orange blossom, jasmine","patchouli, vanilla, ambroxan, vetiver",white floral,citrus,patchouli,tuberose,woody
gucci-no-1-eau-de-parfum,gucci,"aldehydes, hyacinth, geranium, palisander rosewood, bergamot, green notes, amalfi lemon","carnation, rose, ylang-ylang, heliotrope, lilac, iris, jasmine, lily-of-the-valley, neroli, orchid","oak moss, amber, benzoin, virginia cedar, musk, sandalwood, vetiver, tonka bean, patchouli, vanille",floral,woody,powdery,aromatic,warm spicy
l-initial-eau-de-parfum,guerlain,"bergamot, orange, jasmine","iris flower, turkish rose","vanilla, caramel, tonka bean, patchouli, white musk",vanilla,powdery,citrus,iris,sweet
l-eau-d-issey-une-goutte-de-nuage,issey-miyake,tea,"lotus, rose","musk, woodsy notes",floral,rose,green,musky,ozonic
l-eau-de-minuit,lolita-lempicka,"anise, myrrh, ivy","licorice, iris, jasmine","benzoin, vanilla, tonka bean, musk",amber,soft spicy,anis,sweet,vanilla
ylang-in-gold-edition-speciale,m-micallef,"geranium, citruses","ylang-ylang, sandalwood","vanilla, coconut",yellow floral,vanilla,sweet,woody,coconut
reyna,maison-alhambra,"mandarin orange, bergamot, grapefruit","raspberry, orange blossom, black currant","marshmallow, whipped cream, musk, ambrette",sweet,citrus,fruity,powdery,white floral
alien-essence-absolue,mugler,jasmine,"cashmere wood, orris root","vanilla pod, white amber, myrrh, incense",amber,vanilla,white floral,balsamic,powdery
angel-eau-de-parfum-rechargeable-edition-2015,mugler,bergamot,red berries,"patchouli, vanilla",patchouli,vanilla,fruity,sweet,woody
mirror-mirror-collection-miroir-des-majestes,mugler,"cardamom, coriander","jasmine, suede, orange blossom","amber, agarwood (oud)",white floral,amber,aromatic,warm spicy,oud
ameixa-e-gengibre-rosa,natura,"plum, red fruits","ginger, spicy notes",flowers,fruity,sweet,warm spicy,fresh,unknown
wicked-eau-de-parfum,victoria-s-secret,freesia,brown sugar,tahitian vanilla,sweet,vanilla,floral,powdery,unknown
black-opium-sound-illusion,yves-saint-laurent,"coffee, pear, orange blossom, pink pepper","coffee, licorice, jasmine sambac","cashmere wood, vanilla, patchouli, cedar",woody,white floral,sweet,soft spicy,coffee
opium-fleur-de-shanghai,yves-saint-laurent,"mandarin orange, orange, bergamot","myrrh, carnation, magnolia, star jasmine","amber, vanilla, patchouli",citrus,floral,amber,warm spicy,white floral
accord-no-3-woody,zara,"violet leaf, freesia, apple","cedar, violet, ambroxan","mate, ambrette (musk mallow), spices",floral,woody,ozonic,aquatic,musky
yo-vanilla-ice,oriflame,"lavender, bergamot","vanille, milk, saffron","tonka bean, musk",vanilla,sweet,lactonic,powdery,aromatic
michelle,balenciaga,"gardenia, green notes, coconut, aldehydes, peach","tuberose, ylang-ylang, carnation, jasmine, iris, rose, orchid","oakmoss, vanilla, benzoin, musk, sandalwood, vetiver",white floral,woody,tuberose,green,floral
united-dreams-green-cactus-for-her,benetton,"cactus, bergamot, plum","jasmine, nectarine, freesia","cedar, musk, amberwood",green,citrus,white floral,floral,woody
fluid-woman,iceberg,"mandarin orange, pear, basil, bergamot, grapefruit","heliotrope, juniper, jasmine","tonka bean, musk, cedar, sandalwood, vanilla",citrus,aromatic,vanilla,powdery,woody
mexx-amsterdam-spring-edition-woman,mexx,"peach, bergamot, freesia, lemon","apricot, jasmine, magnolia, apple, rose","vanilla, amber, cedar",fruity,citrus,floral,powdery,vanilla
arabian-legend-women,arabian-oud,"saffron, mandarin orange","rose, patchouli","woody notes, amber",warm spicy,woody,rose,citrus,metallic
flags-donna,alviero-martini,"pineapple, black currant, orange, star anise","red berries, african orange flower, nutmeg, caraway","vanille, caramel, tonka bean, white honey",sweet,fruity,vanilla,caramel,white floral
essence-wenge,donna-karan,dark woodsy notes,"vanilla, sandalwood, black pepper",spicy notes,woody,warm spicy,vanilla,powdery,fresh spicy
harajuku-lovers-snow-bunnies-love,harajuku-lovers,"pomelo, peach, bamboo, bergamot","rose, peony, narcissus, jasmine","ylang-ylang, vanilla",rose,floral,citrus,fresh,yellow floral
